filename,width,height,class,xmin,ymin,xmax,ymax
DSC_0048_jpg.rf.000ec7e19f2805331e562dfad30c7ca3.jpg,640,640,knife,311,403,345,499
images-6-_jpg.rf.00e29ad667db212678d16a3414e88e08.jpg,640,640,knife,147,191,313,503
knife_198_jpg.rf.00c43e632c24c1a3807b16ba18e5a91b.jpg,640,640,knife,278,184,596,454
knife_342_jpg.rf.0080fe0e0d8f1cec389bfeb7b4474a40.jpg,640,640,knife,289,224,640,308
knife_1258_jpg.rf.00ab24fde6041ed921bc82ef24ce7f4e.jpg,640,640,knife,326,427,358,498
knife_1258_jpg.rf.00ab24fde6041ed921bc82ef24ce7f4e.jpg,640,640,knife,287,427,311,481
knife_1258_jpg.rf.00ab24fde6041ed921bc82ef24ce7f4e.jpg,640,640,knife,184,263,226,324
DefenseKnifeAttack0705_jpg.rf.00eb90689d6014738eb454ef0eb59736.jpg,640,640,knife,280,425,325,452
KravMagaTraining729_jpg.rf.0102a1a1c528e723ff669a335b995bc1.jpg,640,640,knife,220,305,237,368
knife_342_jpg.rf.00bb506348543d436bbc37103665ab2a.jpg,640,640,knife,286,213,640,309
KravMagaTraining4117_jpg.rf.010493a887c4acedcbec2cc32ccfe1a9.jpg,640,640,knife,137,372,219,440
DefenseKnifeAttack0792_jpg.rf.00e810acf422f05cd32245e87947ba21.jpg,640,640,knife,180,452,233,489
DSC_00091_jpg.rf.01d4ee8e2e08e8666d80ce5a6a10507d.jpg,640,640,knife,340,466,371,495
DefenseKnifeAttack1422_jpg.rf.02535ae1298d7196554ce22997eb2f71.jpg,640,640,knife,240,122,311,180
knife_256_jpg.rf.029d1f750903fbde8ecf50bea55842c5.jpg,640,640,knife,0,192,454,480
HBbframe00295_jpg.rf.0124361efcd34a8864a7e42fd65e7ef8.jpg,640,640,knife,75,486,108,524
knife_176_jpg.rf.02b9083739a97ae7510fe516a20ed63c.jpg,640,640,knife,215,56,421,356
KravMagaKnifeDefenseTechniques243_jpg.rf.02b2509eb7fbc651239a37e651e6442a.jpg,640,640,knife,408,192,448,216
DefenseKnifeAttack1190_jpg.rf.02b07151647f116e1115273f76fb4b48.jpg,640,640,knife,296,454,339,486
ABbframe00370_jpg.rf.02efde0984d8840290231681dcf7db41.jpg,640,640,knife,407,295,427,358
KravMagaTraining344_jpg.rf.030b48748d14b1b2250a90927bcb9291.jpg,640,640,knife,307,277,329,351
KnifeDefenseKrav184_jpg.rf.03833c525ae5a32b97e8056dde8111fb.jpg,640,640,knife,404,52,441,89
DefenseKnifeAttack1422_jpg.rf.039a19853f0de2ba1b1e42dce0f8a5a8.jpg,640,640,knife,261,113,339,180
