filename,width,height,class,xmin,ymin,xmax,ymax
1216_jpg.rf.83ad66b7886fba4aa0942fe4dd65d936.jpg,640,640,gun,0,0,640,640
2648_jpg.rf.848b2a167f1e5f76bfdd6038ef9ed70e.jpg,640,640,gun,335,138,498,290
1059_jpg.rf.8443908f71e4cce1c951f5a807c454b0.jpg,640,640,gun,69,134,635,536
2448_jpg.rf.839862db9940999b85ef9be4e0a234f8.jpg,640,640,gun,44,52,640,423
386_jpg.rf.834906c688631cd689a26e8de9f213cd.jpg,640,640,gun,22,0,640,640
76_jpg.rf.851537d809a66f8832385d2e8fe76ab1.jpg,640,640,gun,31,179,579,534
212_jpg.rf.846b3fc2c2b1fb326479578879953a33.jpg,640,640,gun,349,137,598,530
196_jpg.rf.85188e723615bb20ab9dfa263d39fb56.jpg,640,640,gun,52,245,168,338
468_jpg.rf.8345a9cb180c7260da423760b17678b2.jpg,640,640,gun,91,76,567,604
1209_jpg.rf.8482fe1d350ff98c68201c44c9bb4feb.jpg,640,640,gun,16,16,629,603
2021_jpg.rf.83af96b276928fd7a41e09e4e078dd4d.jpg,640,640,gun,244,122,469,352
146_jpg.rf.84edd45bfecfc51a3fef1124177cd0d7.jpg,640,640,gun,92,61,578,256
63_jpg.rf.848cbed22a471d92fe62eb800a025791.jpg,640,640,gun,233,135,302,217
1405_jpg.rf.82ea715be6e04e0c0f1b71a0b0bad9ec.jpg,640,640,gun,124,294,273,452
1849_jpg.rf.84e5f6ca4b3fd21841fe08ffdfd713d5.jpg,640,640,gun,0,24,383,597
2340_jpg.rf.8437499a8ab02b1fcf92fa51a62f9da8.jpg,640,640,gun,42,73,577,553
2268_jpg.rf.831543729216f28896fc7000820efddf.jpg,640,640,gun,339,227,394,272
1885_jpg.rf.847ca8e34e7ecd3dc49797a3d6a4816c.jpg,640,640,gun,53,0,589,589
268_jpg.rf.8550b7fc71c899fb81fcbd438a7ca535.jpg,640,640,gun,165,214,354,276
1197_jpg.rf.842bd9f42f39427816db03a16c326cd0.jpg,640,640,gun,0,0,640,640
755_jpg.rf.843efb5ebf237a550c2c8c7076ef7188.jpg,640,640,gun,304,235,362,337
2658_jpg.rf.84f1513fffe52007632a18d7e397be4a.jpg,640,640,gun,319,299,474,574
1159_jpg.rf.84f3a28ee683ef63fa329260417e5950.jpg,640,640,gun,13,35,622,604
14_jpg.rf.852550c877f7b7f738a8c254e10703dc.jpg,640,640,gun,183,58,640,561
img777_jpg.rf.85399a73439d38fc32e056e5188757ea.jpg,640,640,gun,353,3,539,306
1884_jpg.rf.85cc5965aa52a5984c34acf8e8ee7751.jpg,640,640,gun,207,194,296,249
2551_jpg.rf.83b40d097f68d35ca4596b0aad9734bb.jpg,640,640,gun,423,262,553,380
1207_jpg.rf.84fb5344975251592ad1629177d2fcbb.jpg,640,640,gun,254,317,344,436
2413_jpg.rf.8598548d4da1f53d375a0e326b20e356.jpg,640,640,gun,448,218,583,293
1182_jpg.rf.85e8dfe01b2c87b71c202ee5083c98c6.jpg,640,640,gun,27,52,628,597
1118_jpg.rf.85d0de0d3053e70d6171a31df993e1bb.jpg,640,640,gun,116,159,264,430
2516_jpg.rf.85f5564970b473f61ed1f3689bc2bd88.jpg,640,640,gun,122,223,255,342
993_jpg.rf.85f82b346ff7e5ae734834c8066901ab.jpg,640,640,gun,220,523,254,567
63_jpg.rf.8604b98c9374b5a713afd78334556b10.jpg,640,640,gun,220,146,280,221
1204_jpg.rf.8610a44029802e84e4b75004fd444a70.jpg,640,640,gun,13,15,621,623
